,Property Type,Price,Address,Locality,Beds,Baths,Home Size,Lot Size,Garage,Link,Construction
109,House for Sale,"$395,000",4 Scenic Point Pl,"Sacramento, CA 95835",3 bed,2.5 bath,"1,859 sqft","3,276 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4-Scenic-Point-Pl_Sacramento_CA_95835_M19966-62566,
110,House for Sale,"$465,000",5623 LA Casa Way,"Sacramento, CA 95835",4 bed,2.5 bath,"2,218 sqft","4,678 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/5623-La-Casa-Way_Sacramento_CA_95835_M13543-09515,
111,House for Sale,"$380,000",8314 Daylight Ct,"Sacramento, CA 95828",4 bed,2 bath,"1,590 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8314-Daylight-Ct_Sacramento_CA_95828_M11522-19244,
112,Condo/Townhome,"$139,000",4708 Greenholme Dr Apt 4,"Sacramento, CA 95842",2 bed,1 bath,924 sqft,1.4 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/4708-Greenholme-Dr_Sacramento_CA_95842_M28287-39494,
113,House for Sale,"$315,000",6800 Leatherwood Way,"Sacramento, CA 95842",3 bed,2 bath,"1,181 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6800-Leatherwood-Way_Sacramento_CA_95842_M29392-47506,
114,House for Sale,"$399,888",1269 Silver Oak Way,"Sacramento, CA 95831",3 bed,2 bath,"1,828 sqft","8,276 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1269-Silver-Oak-Way_Sacramento_CA_95831_M10000-81997,
115,House for Sale,"$314,900",3617 33rd St,"Sacramento, CA 95817",2 bed,1 bath,"1,039 sqft","3,920 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3617-33rd-St_Sacramento_CA_95817_M29283-19138,
116,House for Sale,"$399,000",6973 Maita Cir,"Sacramento, CA 95820",3 bed,2 bath,"1,573 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6973-Maita-Cir_Sacramento_CA_95820_M12346-82477,
117,House for Sale,"$365,000",9230 Parducci Way,"Sacramento, CA 95829",3 bed,2 bath,"1,389 sqft","5,502 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9230-Parducci-Way_Sacramento_CA_95829_M15626-92229,
118,House for Sale,"$725,000",2730 Latham Dr,"Sacramento, CA 95864",4 bed,2.5 bath,"2,185 sqft","8,712 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2730-Latham-Dr_Sacramento_CA_95864_M24864-32187,
119,House for Sale,"$289,000",7913 Rockhurst Way,"Sacramento, CA 95828",3 bed,2 bath,"1,419 sqft","5,981 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7913-Rockhurst-Way_Sacramento_CA_95828_M28488-45404,
120,Condo/Townhome,"$489,000",405 Washington Sq Unit 19,"Sacramento, CA 95811",3 bed,2.5 bath,"1,468 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/405-Washington-Sq-19_Sacramento_CA_95811_M16836-25133,
121,House for Sale,"$290,000",3624 Rio Loma Way,"Sacramento, CA 95834",2 bed,1.5 bath,"1,054 sqft","3,920 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3624-Rio-Loma-Way_Sacramento_CA_95834_M14320-52355,
122,House for Sale,"$405,000",1510 Baines Ave,"Sacramento, CA 95835",3 bed,2 bath,"1,628 sqft","5,776 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1510-Baines-Ave_Sacramento_CA_95835_M15174-65896,
123,House for Sale,"$230,000",6659 Spoerriwood Ct,"Sacramento, CA 95828",2 bed,2 bath,"1,121 sqft","4,356 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/6659-Spoerriwood-Ct_Sacramento_CA_95828_M20338-76508?ex=CA2548862793,
124,Multi-Family Home,"$985,000",1240 34th St,"Sacramento, CA 95816",4 bed,3 bath,"3,100 sqft","6,625 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1240-34th-St_Sacramento_CA_95816_M22118-81394?ex=CA2550692605,
125,House for Sale,"$219,000",8009 36th Ave,"Sacramento, CA 95824",3 bed,1 bath,"1,020 sqft","4,792 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/8009-36th-Ave_Sacramento_CA_95824_M25170-78090,
126,House for Sale,"$270,000",5541 28th St,"Sacramento, CA 95820",2 bed,1 bath,831 sqft,"6,098 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5541-28th-St_Sacramento_CA_95820_M15020-28349,
127,Multi-Family Home,"$990,000",2409-2415 58th St,"Sacramento, CA 95817",9 bed,5.5 bath,"4,000 sqft",0.42 acres lot,yes car,https://www.realtor.com/realestateandhomes-detail/2409-58th-St_Sacramento_CA_95817_M26291-85418,
128,House for Sale,"$280,000",5621 27th Ave,"Sacramento, CA 95820",3 bed,2 bath,"1,161 sqft","6,534 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/5621-27th-Ave_Sacramento_CA_95820_M20386-20655,
129,House for Sale,"$280,000",7850 25th Ave,"Sacramento, CA 95820",3 bed,2 bath,"1,147 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7850-25th-Ave_Sacramento_CA_95820_M20215-90120,
130,House for Sale,"$429,500",8271 Gwinhurst Cir,"Sacramento, CA 95828",5 bed,3 bath,"2,491 sqft","6,059 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/8271-Gwinhurst-Cir_Sacramento_CA_95828_M13127-23659,
131,House for Sale,"$275,000",5553 37th Ave,"Sacramento, CA 95824",3 bed,1 bath,"1,513 sqft","4,792 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5553-37th-Ave_Sacramento_CA_95824_M25121-58986,
132,House for Sale,"$949,900",10140 Wildhawk Dr,"Sacramento, CA 95829",5 bed,3.5 bath,"2,873 sqft",0.93 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/10140-Wildhawk-Dr_Sacramento_CA_95829_M16524-98075,
133,House for Sale,"$480,000",4189 Dena Way,"Sacramento, CA 95821",3 bed,3 bath,"3,130 sqft",0.54 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/4189-Dena-Way_Sacramento_CA_95821_M10138-05310,
134,House for Sale,"$429,900",479 Bombay Cir,"Sacramento, CA 95835",3 bed,2 bath,"2,080 sqft","5,881 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/479-Bombay-Cir_Sacramento_CA_95835_M24670-54814?ex=CA2548469303,
135,House for Sale,"$379,000",19 Mistyvale Ct,"Sacramento, CA 95823",4 bed,2 bath,"1,721 sqft","6,630 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/19-Mistyvale-Ct_Sacramento_CA_95823_M24046-53040,
136,House for Sale,"$399,000",5062 Bissett Way,"Sacramento, CA 95835",3 bed,2 bath,"1,607 sqft","4,861 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5062-Bissett-Way_Sacramento_CA_95835_M19816-25162,
137,House for Sale,"$380,000",3433 LA Cadena Way,"Sacramento, CA 95835",4 bed,2 bath,"1,904 sqft","5,502 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3433-La-Cadena-Way_Sacramento_CA_95835_M19875-11072,
138,House for Sale,"$449,500",40 Sunlit Cir,"Sacramento, CA 95831",3 bed,2 bath,"1,831 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/40-Sunlit-Cir_Sacramento_CA_95831_M27057-92823,
139,House for Sale,"$399,000",491 Sailwind Way,"Sacramento, CA 95831",3 bed,2.5 bath,"1,476 sqft","3,485 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/491-Sailwind-Way_Sacramento_CA_95831_M13052-90066,
140,House for Sale,"$479,000",3632 52nd St,"Sacramento, CA 95820",4 bed,3 bath,NOT LISTED,"6,477 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3632-52nd-St_Sacramento_CA_95820_M12218-62993?ex=CA2547639953,
141,House for Sale,"$220,000",7513 Thorpe Way,"Sacramento, CA 95822",3 bed,1.5 bath,"1,008 sqft","9,583 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/7513-Thorpe-Way_Sacramento_CA_95822_M24922-10334,
142,Condo/Townhome,"$295,000",4000 Innovator Dr Unit 17103,"Sacramento, CA 95834",3 bed,2.5 bath,"1,508 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/4000-Innovator-Dr-Unit-17103_Sacramento_CA_95834_M12222-96792,
143,House for Sale,"$349,900",2480 Prosper Rd,"Sacramento, CA 95834",3 bed,3 bath,"1,658 sqft","1,451 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2480-Prosper-Rd_Sacramento_CA_95834_M19574-69493,
144,House for Sale,"$665,000",6016 13th St,"Sacramento, CA 95822",3 bed,2.5 bath,"2,021 sqft","8,712 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6016-13th-St_Sacramento_CA_95822_M21412-13795,
145,House for Sale,"$259,000",4704 69th St,"Sacramento, CA 95820",2 bed,1 bath,793 sqft,"6,098 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/4704-69th-St_Sacramento_CA_95820_M17889-76106,
146,House for Sale,"$250,000",8214 Union House Way,"Sacramento, CA 95823",3 bed,2 bath,"1,103 sqft","4,125 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/8214-Union-House-Way_Sacramento_CA_95823_M20038-20563,
147,House for Sale,"$323,000",7551 Monogram Dr,"Sacramento, CA 95842",3 bed,2 bath,"1,224 sqft","4,487 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7551-Monogram-Dr_Sacramento_CA_95842_M26523-37015,
148,House for Sale,"$244,000",205 Olmstead Dr,"Sacramento, CA 95838",3 bed,1.5 bath,960 sqft,"6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/205-Olmstead-Dr_Sacramento_CA_95838_M29101-94592,
149,Multi-Family Home,"$649,000",4508 Agnew Ct,"Sacramento, CA 95864",5 bed,4 bath,"2,354 sqft",0.24 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/4508-Agnew-Ct_Sacramento_CA_95864_M23175-42937,
150,House for Sale,"$309,900",6016 Green Glen Way,"Sacramento, CA 95842",3 bed,2 bath,"1,240 sqft","5,663 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6016-Green-Glen-Way_Sacramento_CA_95842_M27829-16877,
151,House for Sale,"$265,000",7651 Suncountry Ln,"Sacramento, CA 95828",3 bed,2 bath,"1,312 sqft","4,312 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7651-Suncountry-Ln_Sacramento_CA_95828_M13124-25531,
152,House for Sale,"$320,000",7 Bluestone Ct,"Sacramento, CA 95824",4 bed,3 bath,"1,307 sqft","7,601 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7-Bluestone-Ct_Sacramento_CA_95824_M17920-57807,
153,Condo/Townhome,"$569,900",1715 San Timoteo Walk,"Sacramento, CA 95816",2 bed,2.5 bath,713 sqft,"1,394 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1715-San-Timoteo-Walk_Sacramento_CA_95816_M25166-44563,
154,Condo/Townhome,"$524,900",1711 San Timoteo Walk,"Sacramento, CA 95816",2 bed,2.5 bath,"1,209 sqft","1,133 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1711-San-Timoteo-Walk_Sacramento_CA_95816_M11379-11598,
155,House for Sale,"$375,000",180 Odell Cir,"Sacramento, CA 95835",3 bed,2 bath,"1,648 sqft","5,976 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/180-Odell-Cir_Sacramento_CA_95835_M25039-48097,
156,House for Sale,"$265,000",2811 52nd Ave,"Sacramento, CA 95822",3 bed,2 bath,962 sqft,"6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2811-52nd-Ave_Sacramento_CA_95822_M16885-33019,
157,House for Sale,"$299,000",2440 Fernandez Dr,"Sacramento, CA 95822",3 bed,1 bath,"1,250 sqft","5,554 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2440-Fernandez-Dr_Sacramento_CA_95822_M22150-74893,
158,House for Sale,"$330,000",2738 Adriatic Way,"Sacramento, CA 95826",4 bed,2 bath,"1,794 sqft","5,502 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2738-Adriatic-Way_Sacramento_CA_95826_M26644-45297,
159,House for Sale,"$314,000",7687 Daya Way,"Sacramento, CA 95828",3 bed,2 bath,"1,215 sqft","5,898 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7687-Daya-Way_Sacramento_CA_95828_M10732-89978,
160,House for Sale,"$288,000",The Mill at Broadway Lane Home Residence One,"Sacramento, CA 95818",1 bed,1 bath,626 sqft,NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/Lane-Home-Residence-One_The-Mill-at-Broadway_439-Tailoff-Ln_Sacramento_CA_95818_P413573866695,NEW CONSTRUCTION
161,House for Sale,"$235,000",1025 Rivera Dr,"Sacramento, CA 95838",3 bed,1 bath,887 sqft,"5,227 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/1025-Rivera-Dr_Sacramento_CA_95838_M19442-24097,
162,Condo/Townhome,"$244,500",1900 Danbrook Dr Unit 928,"Sacramento, CA 95835",1 bed,1 bath,984 sqft,NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/1900-Danbrook-Dr-Unit-928_Sacramento_CA_95835_M27719-21926,
163,Condo/Townhome,"$120,000",5966 Walerga Rd Apt 3,"Sacramento, CA 95842",2 bed,1 bath,840 sqft,"2,082 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5966-Walerga-Rd-Apt-3_Sacramento_CA_95842_M27993-13892,
164,Condo/Townhome,"$132,000",4521 Palm Ave Apt 1,"Sacramento, CA 95842",2 bed,1 bath,795 sqft,"1,799 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4521-Palm-Ave-Apt-1_Sacramento_CA_95842_M27855-62759,
165,House for Sale,"$229,000",5271 McKellar Ave,"Sacramento, CA 95824",2 bed,1 bath,708 sqft,"4,500 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5271-McKellar-Ave_Sacramento_CA_95824_M24426-20737,
166,Condo/Townhome,"$275,000",436 Florin Rd,"Sacramento, CA 95831",3 bed,2.5 bath,"1,344 sqft","1,742 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/436-Florin-Rd_Sacramento_CA_95831_M28501-98350,
167,House for Sale,"$579,990",The Cove Residence 4,"Sacramento, CA 95833",4 bed,3 bath,"3,024 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Residence-4_The-Cove_2663-Alcove-Way_Sacramento_CA_95833_P415301003944,NEW CONSTRUCTION
168,Condo/Townhome,"$234,900",8603 LA Riviera Dr Apt B,"Sacramento, CA 95826",2 bed,1 bath,"1,014 sqft",871 sqft lot,yes car,https://www.realtor.com/realestateandhomes-detail/8603-La-Riviera-Dr-Apt-B_Sacramento_CA_95826_M28974-69236,
169,House for Sale,"$472,990",The Cascade Collection at Parkside The Rainier - Plan 2631,"Sacramento, CA 95829",4 bed,3 bath,"2,631 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Rainier-Plan-2631_The-Cascade-Collection-at-Parkside_9366-Sugar-Bush-Cir_Sacramento_CA_95829_P413798255223,NEW CONSTRUCTION
170,House for Sale,"$382,990",Natomas Field Montgomery,"Sacramento, CA 95834",4 bed,2.5 bath,"1,713 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Montgomery_Natomas-Field_3881-Samuelson-Way_Sacramento_CA_95834_P415994189555,NEW CONSTRUCTION
171,House for Sale,"$400,277",3713 W Gulf of Haifa Ave,"Sacramento, CA 95834",3 bed,2.5 bath,"1,763 sqft","2,800 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3713-Gulf-of-Haifa-Ave_Sacramento_CA_95834_M13703-15314,NEW CONSTRUCTION
172,Land,"$1,999,999",7825 Robinette Rd,"Sacramento, CA 95828",NOT LISTED,NOT LISTED,NOT LISTED,3.08 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/7825-Robinette-Rd_Sacramento_CA_95828_M14360-85238,
173,Land,"$290,000",1825 Morse Ave,"Sacramento, CA 95825",NOT LISTED,NOT LISTED,NOT LISTED,0.48 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/1825-Morse-Ave_Sacramento_CA_95825_M15162-50641,
174,House for Sale,"$326,900",751 Phillipi Way,"Sacramento, CA 95838",3 bed,2.5 bath,"1,670 sqft","2,875 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/751-Phillipi-Way_Sacramento_CA_95838_M97571-65904,NEW CONSTRUCTION
175,Land,"$275,000",Pomegranate Ave,"Sacramento, CA 95823",NOT LISTED,NOT LISTED,NOT LISTED,"9,670 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/Pomegranate-Ave_Sacramento_CA_95823_M15388-27442,
176,House for Sale,"$569,900",4511 Austin St,"Sacramento, CA 95838",4 bed,5.5 bath,"3,600 sqft",0.72 acres lot,6 car,https://www.realtor.com/realestateandhomes-detail/4511-Austin-St_Sacramento_CA_95838_M26986-09943,
177,House for Sale,"$908,888",7465 Pocket Rd,"Sacramento, CA 95831",5 bed,4 bath,"3,831 sqft","8,712 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/7465-Pocket-Rd_Sacramento_CA_95831_M21750-67075,
178,House for Sale,"$1,295,000",2768 14th St,"Sacramento, CA 95818",3 bed,2.5 bath,"3,030 sqft",0.25 acres lot,4 car,https://www.realtor.com/realestateandhomes-detail/2768-14th-St_Sacramento_CA_95818_M27210-08700,
179,House for Sale,"$899,000",900 45th St,"Sacramento, CA 95819",3 bed,1.5 bath,"1,561 sqft","5,663 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/900-45th-St_Sacramento_CA_95819_M22013-35133,
180,House for Sale,"$399,900",4844 12th Ave,"Sacramento, CA 95820",2 bed,1 bath,"1,078 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4844-12th-Ave_Sacramento_CA_95820_M11641-00782,
181,House for Sale,"$599,000",1925 5th Ave,"Sacramento, CA 95818",2 bed,1 bath,"1,352 sqft","4,792 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1925-5th-Ave_Sacramento_CA_95818_M20664-33155?ex=CA2546774057,
182,House for Sale,"$1,495,000",541 Mills Rd,"Sacramento, CA 95864",3 bed,3 bath,"2,467 sqft",0.49 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/541-Mills-Rd_Sacramento_CA_95864_M17749-32318,
183,House for Sale,"$649,900",6672 Swenson Way,"Sacramento, CA 95831",4 bed,3 bath,"2,252 sqft",0.24 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/6672-Swenson-Way_Sacramento_CA_95831_M25316-86340,
184,House for Sale,"$385,000",1980 Pebblewood Dr,"Sacramento, CA 95833",4 bed,2.5 bath,"2,113 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1980-Pebblewood-Dr_Sacramento_CA_95833_M14248-97294,
185,House for Sale,"$360,000",7924 Sunrise Greens Dr,"Sacramento, CA 95828",4 bed,2 bath,"1,590 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7924-Sunrise-Greens-Dr_Sacramento_CA_95828_M11974-22832,
186,House for Sale,"$424,495",3003 Trap Rock Way,"Sacramento, CA 95835",5 bed,3 bath,"2,280 sqft","3,572 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3003-Trap-Rock-Way_Sacramento_CA_95835_M20397-62111,
187,House for Sale,"$359,950",2240 Pyramid Way,"Sacramento, CA 95821",2 bed,1 bath,"1,108 sqft",0.36 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/2240-Pyramid-Way_Sacramento_CA_95821_M29381-06783,
188,House for Sale,"$180,880",5008 10th Ave,"Sacramento, CA 95820",3 bed,1.5 bath,"1,200 sqft","6,111 sqft lot",yes car,https://www.realtor.com/realestateandhomes-detail/5008-10th-Ave_Sacramento_CA_95820_M11020-15722,
189,House for Sale,"$548,000",6 DE Laveaga Ct,"Sacramento, CA 95831",4 bed,2 bath,"2,171 sqft","8,220 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6-De-Laveaga-Ct_Sacramento_CA_95831_M10268-76210,
190,House for Sale,"$418,000",4261 Malta Island St,"Sacramento, CA 95834",3 bed,2.5 bath,"1,954 sqft","3,119 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4261-Malta-Island-St_Sacramento_CA_95834_M24618-83407,
191,Multi-Family Home,"$439,888",1-5 Don Merlino Ct,"Sacramento, CA 95820",4 bed,2 bath,"2,000 sqft","8,712 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/15-Don-Merlino-Ct_Sacramento_CA_95820_M26818-74415,
192,House for Sale,"$359,000",6938 Silverthorne Cir,"Sacramento, CA 95842",4 bed,3 bath,"1,968 sqft","7,841 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6938-Silverthorne-Cir_Sacramento_CA_95842_M27917-48905,
193,House for Sale,"$739,950",862 41st St,"Sacramento, CA 95819",3 bed,2 bath,"1,538 sqft","5,001 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/862-41st-St_Sacramento_CA_95819_M21914-22392,
194,House for Sale,"$399,000",8017 Northern Oak Cir,"Sacramento, CA 95828",4 bed,3 bath,"1,991 sqft","5,689 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8017-Northern-Oak-Cir_Sacramento_CA_95828_M12554-45905,
195,House for Sale,"$360,000",1837 Ivycrest Way,"Sacramento, CA 95835",3 bed,2 bath,"1,334 sqft","4,726 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1837-Ivycrest-Way_Sacramento_CA_95835_M14893-67375,
196,House for Sale,"$385,910",171 Natalino Cir,"Sacramento, CA 95835",4 bed,2.5 bath,"2,086 sqft","3,441 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/171-Natalino-Cir_Sacramento_CA_95835_M24279-31383,
197,House for Sale,"$345,000",9492 Achates Cir,"Sacramento, CA 95826",4 bed,2 bath,"1,390 sqft","6,138 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9492-Achates-Cir_Sacramento_CA_95826_M22708-42413,
198,House for Sale,"$395,000",2258 Irvin Way,"Sacramento, CA 95822",3 bed,1 bath,"1,091 sqft","9,148 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2258-Irvin-Way_Sacramento_CA_95822_M14640-54354,
199,House for Sale,"$345,000",161 McDaniel Cir,"Sacramento, CA 95838",4 bed,2 bath,"2,070 sqft","4,779 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/161-McDaniel-Cir_Sacramento_CA_95838_M19018-89986,
200,House for Sale,"$495,000",9975 Jacinth Pl,"Sacramento, CA 95829",5 bed,3 bath,"2,428 sqft","6,373 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9975-Jacinth-Pl_Sacramento_CA_95829_M22019-18180,
